run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_tag_pass,rule_1_tag_detail,rule_2_user_pass,rule_2_user_detail,rule_3_secrets_pass,rule_3_secrets_detail,rule_4_multistage_pass,rule_4_multistage_detail,rule_5_workdir_pass,rule_5_workdir_detail,rule_6_deps_first_pass,rule_6_deps_first_detail,rule_7_combined_run_pass,rule_7_combined_run_detail,rule_8_apt_pass,rule_8_apt_detail,rule_9_healthcheck_pass,rule_9_healthcheck_detail,rule_10_expose_pass,rule_10_expose_detail,rule_11_label_pass,rule_11_label_detail,rule_12_exec_form_pass,rule_12_exec_form_detail,rule_13_no_add_pass,rule_13_no_add_detail,rule_14_dockerignore_pass,rule_14_dockerignore_detail,auto_score,scored_rules,needs_manual_review,outcome_correct_port_pass,outcome_correct_port_detail,outcome_target_names_pass,outcome_target_names_detail,outcome_runtime_match_pass,outcome_runtime_match_detail,outcome_score
haiku_markdown_task3_rep1,haiku,markdown,3,complex,1,5235,3,609,25499,4158,0.0107954,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_markdown_task3_rep2,haiku,markdown,3,complex,2,7466,3,719,29657,0,0.0065637000000000004,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-slim,3
haiku_markdown_task3_rep3,haiku,markdown,3,complex,3,5289,3,572,29657,0,0.0058287,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-bookworm,3
haiku_markdown_task3_rep4,haiku,markdown,3,complex,4,6382,3,680,29657,0,0.0063687,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (5 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_markdown_task3_rep5,haiku,markdown,3,complex,5,6824,3,814,29657,0,0.007038700000000001,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_none_task1_rep1,haiku,none,1,simple,1,5892,3,503,0,27917,0.03741425,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),False,RUN before WORKDIR in a stage,True,needs_review (no broad COPY detected),False,4 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,10,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21,3
haiku_none_task1_rep2,haiku,none,1,simple,2,5524,3,617,27917,0,0.0058797,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,5 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21,3
haiku_none_task1_rep3,haiku,none,1,simple,3,4866,3,442,27917,0,0.005004700000000001,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21,3
haiku_none_task1_rep4,haiku,none,1,simple,4,6334,3,769,27917,0,0.0066397,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21,3
haiku_none_task1_rep5,haiku,none,1,simple,5,5183,3,650,27917,0,0.0060447,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21-alpine,3
haiku_none_task2_rep1,haiku,none,2,medium,1,4726,3,419,25499,2504,0.0077779,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_none_task2_rep2,haiku,none,2,medium,2,5757,3,541,28003,0,0.005508300000000001,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_none_task2_rep3,haiku,none,2,medium,3,6176,3,600,28003,0,0.0058033,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_none_task2_rep4,haiku,none,2,medium,4,4981,3,458,28003,0,0.0050933,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_none_task2_rep5,haiku,none,2,medium,5,5565,3,545,28003,0,0.0055283,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_none_task3_rep1,haiku,none,3,complex,1,5619,3,606,25499,2510,0.0087204,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78,3
haiku_none_task3_rep2,haiku,none,3,complex,2,5888,3,601,28009,0,0.0058089000000000005,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78,3
haiku_none_task3_rep3,haiku,none,3,complex,3,7422,3,606,28009,0,0.0058338999999999995,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78,3
haiku_none_task3_rep4,haiku,none,3,complex,4,6612,3,722,28009,0,0.0064139,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78,3
haiku_none_task3_rep5,haiku,none,3,complex,5,5538,3,632,28009,0,0.005963899999999999,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78,3
haiku_pseudocode_task1_rep1,haiku,pseudocode,1,simple,1,17026,3,1708,25499,5281,0.017694150000000002,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM eclipse-temurin:21-jdk-alpine,3
haiku_pseudocode_task1_rep2,haiku,pseudocode,1,simple,2,7505,3,525,30780,0,0.005705999999999999,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM eclipse-temurin:21-jre-alpine,3
haiku_pseudocode_task1_rep3,haiku,pseudocode,1,simple,3,6399,3,495,30780,0,0.005556,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM maven:3.9-eclipse-temurin-21-alpine,3
haiku_pseudocode_task1_rep4,haiku,pseudocode,1,simple,4,6371,3,531,30780,0,0.005736,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM eclipse-temurin:21-jdk-alpine,3
haiku_pseudocode_task1_rep5,haiku,pseudocode,1,simple,5,5636,3,628,30780,0,0.006221,True,,True,,True,ok,True,ok (USER app),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),False,3 adjacent RUN lines (max 2),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),True,runtime 'java' matched in FROM eclipse-temurin:21-jdk-alpine,3
haiku_pseudocode_task2_rep1,haiku,pseudocode,2,medium,1,6016,3,609,25499,5367,0.01230665,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_pseudocode_task2_rep2,haiku,pseudocode,2,medium,2,5497,3,480,30866,0,0.005489600000000001,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_pseudocode_task2_rep3,haiku,pseudocode,2,medium,3,5280,3,480,30866,0,0.005489600000000001,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_pseudocode_task2_rep4,haiku,pseudocode,2,medium,4,5211,3,478,30866,0,0.0054796,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_pseudocode_task2_rep5,haiku,pseudocode,2,medium,5,5027,3,525,30866,0,0.0057146,True,,True,,True,ok,True,ok (USER superset),True,ok,True,ok (3 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8088),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8088 exposed,True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.12-slim,3
haiku_pseudocode_task3_rep1,haiku,pseudocode,3,complex,1,7041,3,662,25499,5373,0.01257915,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_pseudocode_task3_rep2,haiku,pseudocode,3,complex,2,7499,3,764,30872,0,0.0069102,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (5 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_pseudocode_task3_rep3,haiku,pseudocode,3,complex,3,6549,3,545,30872,0,0.0058151999999999995,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_pseudocode_task3_rep4,haiku,pseudocode,3,complex,4,7666,3,788,30872,0,0.0070302,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
haiku_pseudocode_task3_rep5,haiku,pseudocode,3,complex,5,5574,3,555,30872,0,0.0058652,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
opus_markdown_task1_rep1,opus,markdown,1,simple,1,8334,3,242,23782,3405,0.03923725,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_markdown_task1_rep2,opus,markdown,1,simple,2,34449,3,242,22964,3842,0.0415595,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_markdown_task1_rep3,opus,markdown,1,simple,3,28609,3,242,26806,0,0.019468,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_markdown_task1_rep4,opus,markdown,1,simple,4,52681,3,251,23239,3077,0.03714075,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_markdown_task1_rep5,opus,markdown,1,simple,5,16174,3,242,27187,0,0.0196585,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_markdown_task2_rep1,opus,markdown,2,medium,1,36152,3,517,22964,3888,0.048722,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_markdown_task2_rep2,opus,markdown,2,medium,2,62581,3,488,26852,0,0.025640999999999997,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_markdown_task2_rep3,opus,markdown,2,medium,3,32122,3,345,23277,3451,0.04184725,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_markdown_task2_rep4,opus,markdown,2,medium,4,29317,3,488,26852,0,0.025640999999999997,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_markdown_task2_rep5,opus,markdown,2,medium,5,23378,3,430,26852,0,0.024190999999999997,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
